3.986666666666666137e-02,4.535156250000000125e-03
0.000000000000000000e+00,1.338281249999999844e-03
0.000000000000000000e+00,6.250000000000000300e-06
3.466666666666666508e-03,1.338281249999999844e-03
3.813333333333333158e-02,5.600781249999999857e-03
2.946666666666666531e-02,5.334374999999999707e-03
0.000000000000000000e+00,1.071874999999999911e-03
1.733333333333333254e-03,1.071874999999999911e-03
1.733333333333333254e-03,1.071874999999999911e-03
0.000000000000000000e+00,1.071874999999999911e-03
3.466666666666666508e-03,1.338281249999999844e-03
3.466666666666666508e-03,1.338281249999999844e-03
5.199999999999999761e-03,1.604687499999999994e-03
