8.666666666666666269e-03,5.600781249999999857e-03
0.000000000000000000e+00,4.801562500000000275e-03
3.986666666666666137e-02,6.250000000000000300e-06
2.946666666666666531e-02,2.670312499999999943e-03
2.079999999999999905e-02,5.334374999999999707e-03
3.640000000000000180e-02,1.338281249999999844e-03
2.253333333333333230e-02,5.334374999999999707e-03
2.599999999999999881e-02,5.067968749999999557e-03
2.773333333333333206e-02,6.400000000000000307e-03
6.933333333333333015e-03,5.867187500000000007e-03
3.119999999999999857e-02,1.338281249999999844e-03
1.386666666666666603e-02,6.250000000000000300e-06
0.000000000000000000e+00,1.604687499999999994e-03
4.159999999999999809e-02,6.250000000000000300e-06
3.813333333333333158e-02,6.250000000000000300e-06
4.159999999999999809e-02,5.334374999999999707e-03
4.159999999999999809e-02,6.400000000000000307e-03
3.640000000000000180e-02,2.726562500000000036e-04
1.039999999999999952e-02,6.250000000000000300e-06
2.426666666666666555e-02,6.250000000000000300e-06
2.426666666666666555e-02,6.250000000000000300e-06
2.426666666666666555e-02,6.250000000000000300e-06
2.599999999999999881e-02,6.250000000000000300e-06
3.466666666666666508e-02,6.250000000000000300e-06
2.426666666666666555e-02,6.250000000000000300e-06
